id_Acidente;;causa_acidente;;tipo_acidente;;classificacao_acidente;;data_inversa;;horario;;dia_semana;
1055;,';Desobediência às normas de trânsito pelo condutor;',';Tombamento;',';Sem Vítimas;',';03/12/2018;***;07:50:00;',';segunda-feira;"');"
1056;,';Ultrapassagem Indevida;',';Colisão lateral;',';Com Vítimas Feridas;',';03/12/2018;***;10:15:00;',';segunda-feira;"');"
1057;,';Não guardar distância de segurança;',';Engavetamento;',';Com Vítimas Feridas;',';03/12/2018;***;10:55:00;',';segunda-feira;"');"
1058;,';Condutor Dormindo;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';03/12/2018;***;11:00:00;',';segunda-feira;"');"
1059;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';03/12/2018;***;13:30:00;',';segunda-feira;"');"
1060;,';Defeito Mecânico no Veículo;',';Colisão lateral;',';Com Vítimas Feridas;',';04/12/2018;***;09:30:00;',';terça-feira;"');"
1061;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';04/12/2018;***;17:50:00;',';terça-feira;"');"
1062;,';Condutor Dormindo;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';04/12/2018;***;17:00:00;',';terça-feira;"');"
1063;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';05/12/2018;***;01:40:00;',';quarta-feira;"');"
1064;,';Não guardar distância de segurança;',';Colisão com objeto em movimento;',';Com Vítimas Feridas;',';05/12/2018;***;08:00:00;',';quarta-feira;"');"
1065;,';Falta de Atenção à Condução;',';Engavetamento;',';Com Vítimas Feridas;',';05/12/2018;***;13:30:00;',';quarta-feira;"');"
1066;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';05/12/2018;***;20:00:00;',';quarta-feira;"');"
1067;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Fatais;',';05/12/2018;***;23:45:00;',';quarta-feira;"');"
1068;,';Defeito Mecânico no Veículo;',';Incêndio;',';Sem Vítimas;',';04/12/2018;***;19:15:00;',';terça-feira;"');"
1069;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Sem Vítimas;',';06/12/2018;***;09:45:00;',';quinta-feira;"');"
1070;,';Condutor Dormindo;',';Colisão frontal;',';Com Vítimas Fatais;',';06/12/2018;***;11:03:00;',';quinta-feira;"');"
1071;,';Avarias e/ou desgaste excessivo no pneu;',';Derramamento de carga;',';Sem Vítimas;',';06/12/2018;***;18:20:00;',';quinta-feira;"');"
1072;,';Ingestão de Álcool;',';Colisão frontal;',';Com Vítimas Feridas;',';08/12/2018;***;03:10:00;',';sábado;"');"
1073;,';Defeito Mecânico no Veículo;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';08/12/2018;***;03:50:00;',';sábado;"');"
1074;,';Condutor Dormindo;',';Saída de leito carroçável;',';Sem Vítimas;',';08/12/2018;***;05:45:00;',';sábado;"');"
1075;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';08/12/2018;***;10:30:00;',';sábado;"');"
1076;,';Condutor Dormindo;',';Tombamento;',';Sem Vítimas;',';08/12/2018;***;15:00:00;',';sábado;"');"
1077;,';Ingestão de Substâncias Psicoativas;',';Saída de leito carroçável;',';Sem Vítimas;',';09/12/2018;***;16:00:00;',';domingo;"');"
1078;,';Falta de Atenção à Condução;',';Engavetamento;',';Sem Vítimas;',';10/12/2018;***;07:30:00;',';segunda-feira;"');"
1079;,';Desobediência às normas de trânsito pelo condutor;',';Colisão frontal;',';Com Vítimas Fatais;',';10/12/2018;***;09:25:00;',';segunda-feira;"');"
1080;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',';10/12/2018;***;07:45:00;',';segunda-feira;"');"
1081;,';Não guardar distância de segurança;',';Colisão lateral;',';Com Vítimas Feridas;',';10/12/2018;***;10:00:00;',';segunda-feira;"');"
1082;,';Defeito Mecânico no Veículo;',';Tombamento;',';Com Vítimas Feridas;',';10/12/2018;***;15:45:00;',';segunda-feira;"');"
1083;,';Falta de Atenção à Condução;',';Colisão traseira;',';Sem Vítimas;',';10/12/2018;***;18:55:00;',';segunda-feira;"');"
1084;,';Condutor Dormindo;',';Saída de leito carroçável;',';Sem Vítimas;',';11/12/2018;***;06:30:00;',';terça-feira;"');"
1085;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';11/12/2018;***;12:50:00;',';terça-feira;"');"
1086;,';Falta de Atenção à Condução;',';Tombamento;',';Sem Vítimas;',';12/12/2018;***;05:30:00;',';quarta-feira;"');"
1087;,';Falta de Atenção à Condução;',';Colisão traseira;',';Sem Vítimas;',';12/12/2018;***;14:00:00;',';quarta-feira;"');"
1088;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';12/12/2018;***;20:00:00;',';quarta-feira;"');"
1089;,';Defeito Mecânico no Veículo;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';13/12/2018;***;10:57:00;',';quinta-feira;"');"
1090;,';Defeito Mecânico no Veículo;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';13/12/2018;***;19:10:00;',';quinta-feira;"');"
1091;,';Condutor Dormindo;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';06/12/2018;***;01:00:00;',';quinta-feira;"');"
1092;,';Falta de Atenção à Condução;',';Colisão transversal;',';Sem Vítimas;',';14/12/2018;***;14:55:00;',';sexta-feira;"');"
1093;,';Desobediência às normas de trânsito pelo condutor;',';Colisão traseira;',';Sem Vítimas;',';15/12/2018;***;04:35:00;',';sábado;"');"
1094;,';Falta de Atenção à Condução;',';Colisão lateral;',';Sem Vítimas;',';15/12/2018;***;15:20:00;',';sábado;"');"
1095;,';Ingestão de Álcool;',';Colisão com objeto estático;',';Sem Vítimas;',';16/12/2018;***;17:45:00;',';domingo;"');"
1096;,';Condutor Dormindo;',';Saída de leito carroçável;',';Sem Vítimas;',';17/12/2018;***;01:40:00;',';segunda-feira;"');"
1097;,';Ultrapassagem Indevida;',';Colisão frontal;',';Com Vítimas Feridas;',';17/12/2018;***;06:00:00;',';segunda-feira;"');"
1098;,';Mal Súbito;',';Colisão frontal;',';Com Vítimas Feridas;',';17/12/2018;***;09:15:00;',';segunda-feira;"');"
1099;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';17/12/2018;***;12:35:00;',';segunda-feira;"');"
1100;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';17/12/2018;***;13:56:00;',';segunda-feira;"');"
1101;,';Falta de Atenção à Condução;',';Colisão traseira;',';Sem Vítimas;',';17/12/2018;***;16:00:00;',';segunda-feira;"');"
1102;,';Defeito Mecânico no Veículo;',';Tombamento;',';Com Vítimas Feridas;',';17/12/2018;***;14:05:00;',';segunda-feira;"');"
1103;,';Desobediência às normas de trânsito pelo pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',';17/12/2018;***;17:30:00;',';segunda-feira;"');"
1104;,';Deficiência ou não Acionamento do Sistema de Iluminação/Sinalização do Veículo;',';Saída de leito carroçável;',';Sem Vítimas;',';17/12/2018;***;21:45:00;',';segunda-feira;"');"
1105;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';17/12/2018;***;22:20:00;',';segunda-feira;"');"
1106;,';Condutor Dormindo;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';18/12/2018;***;07:55:00;',';terça-feira;"');"
1107;,';Condutor Dormindo;',';Colisão transversal;',';Com Vítimas Feridas;',';18/12/2018;***;16:20:00;',';terça-feira;"');"
1108;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';19/12/2018;***;12:20:00;',';quarta-feira;"');"
1109;,';Velocidade Incompatível;',';Tombamento;',';Com Vítimas Feridas;',';19/12/2018;***;16:50:00;',';quarta-feira;"');"
1110;,';Velocidade Incompatível;',';Colisão com objeto estático;',';Sem Vítimas;',';19/12/2018;***;18:00:00;',';quarta-feira;"');"
1111;,';Condutor Dormindo;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';19/12/2018;***;19:55:00;',';quarta-feira;"');"
1112;,';Condutor Dormindo;',';Colisão frontal;',';Com Vítimas Fatais;',';20/12/2018;***;08:30:00;',';quinta-feira;"');"
1113;,';Condutor Dormindo;',';Colisão lateral;',';Com Vítimas Feridas;',';20/12/2018;***;14:00:00;',';quinta-feira;"');"
1114;,';Pista Escorregadia;',';Colisão frontal;',';Com Vítimas Feridas;',';20/12/2018;***;17:15:00;',';quinta-feira;"');"
1115;,';Ultrapassagem Indevida;',';Colisão frontal;',';Com Vítimas Feridas;',';20/12/2018;***;10:30:00;',';quinta-feira;"');"
1116;,';Condutor Dormindo;',';Saída de leito carroçável;',';Com Vítimas Fatais;',';21/12/2018;***;01:00:00;',';sexta-feira;"');"
1117;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Fatais;',';21/12/2018;***;04:00:00;',';sexta-feira;"');"
1118;,';Falta de Atenção à Condução;',';Colisão traseira;',';Sem Vítimas;',';22/12/2018;***;00:01:00;',';sábado;"');"
1119;,';Falta de Atenção à Condução;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';22/12/2018;***;05:30:00;',';sábado;"');"
1120;,';Velocidade Incompatível;',';Tombamento;',';Sem Vítimas;',';25/12/2018;***;05:40:00;',';terça-feira;"');"
1121;,';Condutor Dormindo;',';Colisão traseira;',';Com Vítimas Feridas;',';26/12/2018;***;01:30:00;',';quarta-feira;"');"
1122;,';Falta de Atenção à Condução;',';Colisão lateral;',';Sem Vítimas;',';26/12/2018;***;19:30:00;',';quarta-feira;"');"
1123;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';26/12/2018;***;20:00:00;',';quarta-feira;"');"
1124;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Sem Vítimas;',';26/12/2018;***;21:45:00;',';quarta-feira;"');"
1125;,';Não guardar distância de segurança;',';Colisão lateral;',';Com Vítimas Feridas;',';26/12/2018;***;23:10:00;',';quarta-feira;"');"
1126;,';Condutor Dormindo;',';Saída de leito carroçável;',';Sem Vítimas;',';27/12/2018;***;09:30:00;',';quinta-feira;"');"
1127;,';Condutor Dormindo;',';Tombamento;',';Sem Vítimas;',';28/12/2018;***;02:45:00;',';sexta-feira;"');"
1128;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';28/12/2018;***;14:40:00;',';sexta-feira;"');"
1129;,';Mal Súbito;',';Colisão lateral;',';Sem Vítimas;',';29/12/2018;***;12:25:00;',';sábado;"');"
1130;,';Ingestão de Álcool;',';Colisão lateral;',';Com Vítimas Feridas;',';30/12/2018;***;01:15:00;',';domingo;"');"
1131;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Sem Vítimas;',';17/12/2018;***;16:35:00;',';segunda-feira;"');"
1132;,';Restrição de Visibilidade;',';Colisão frontal;',';Com Vítimas Feridas;',';19/12/2018;***;16:15:00;',';quarta-feira;"');"
1133;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';02/09/2018;***;20:10:00;',';domingo;"');"
1134;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';01/11/2018;***;05:00:00;',';quinta-feira;"');"
1135;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';07/11/2018;***;18:15:00;',';quarta-feira;"');"
1136;,';Não guardar distância de segurança;',';Colisão traseira;',';Sem Vítimas;',';01/09/2018;***;11:30:00;',';sábado;"');"
1137;,';Desobediência às normas de trânsito pelo condutor;',';Colisão traseira;',';Com Vítimas Feridas;',';18/05/2018;***;06:55:00;',';sexta-feira;"');"
1138;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';27/11/2018;***;10:40:00;',';terça-feira;"');"
1139;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',';19/11/2018;***;22:25:00;',';segunda-feira;"');"
1140;,';Carga excessiva e/ou mal acondicionada;',';Derramamento de carga;',';Sem Vítimas;',';16/08/2018;***;01:00:00;',';quinta-feira;"');"
1141;,';Falta de Atenção à Condução;',';Colisão frontal;',';Com Vítimas Feridas;',';19/12/2018;***;15:15:00;',';quarta-feira;"');"
1142;,';Desobediência às normas de trânsito pelo condutor;',';Colisão lateral;',';Sem Vítimas;',';24/11/2018;***;05:50:00;',';sábado;"');"
1143;,';Ultrapassagem Indevida;',';Colisão frontal;',';Com Vítimas Feridas;',';17/02/2018;***;16:45:00;',';sábado;"');"
1144;,';Avarias e/ou desgaste excessivo no pneu;',';Colisão com objeto estático;',';Sem Vítimas;',';19/03/2018;***;10:58:00;',';segunda-feira;"');"
1145;,';Desobediência às normas de trânsito pelo condutor;',';Colisão frontal;',';Com Vítimas Feridas;',';22/05/2018;***;06:55:00;',';terça-feira;"');"
1146;,';Defeito Mecânico no Veículo;',';Incêndio;',';Sem Vítimas;',';24/11/2018;***;19:45:00;',';sábado;"');"
1147;,';Ingestão de Álcool;',';Colisão lateral;',';Com Vítimas Feridas;',';29/12/2018;***;22:30:00;',';sábado;"');"
1148;,';Ingestão de Álcool;',';Colisão transversal;',';Sem Vítimas;',';01/01/2018;***;01:15:00;',';segunda-feira;"');"
1149;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';01/01/2018;***;00:20:00;',';segunda-feira;"');"
1150;,';Animais na Pista;',';Atropelamento de Animal;',';Sem Vítimas;',';01/01/2018;***;01:30:00;',';segunda-feira;"');"
1151;,';Ingestão de Álcool;',';Colisão frontal;',';Sem Vítimas;',';01/01/2018;***;02:10:00;',';segunda-feira;"');"
1152;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';01/01/2018;***;03:30:00;',';segunda-feira;"');"
1153;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';01/01/2018;***;06:20:00;',';segunda-feira;"');"
1154;,';Velocidade Incompatível;',';Capotamento;',';Com Vítimas Feridas;',';01/01/2018;***;07:00:00;',';segunda-feira;"');"
1155;,';Ultrapassagem Indevida;',';Saída de leito carroçável;',';Sem Vítimas;',';01/01/2018;***;08:25:00;',';segunda-feira;"');"
1156;,';Condutor Dormindo;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';01/01/2018;***;06:30:00;',';segunda-feira;"');"
1157;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Sem Vítimas;',';01/01/2018;***;07:40:00;',';segunda-feira;"');"
1158;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';01/01/2018;***;14:55:00;',';segunda-feira;"');"
1159;,';Falta de Atenção à Condução;',';Colisão traseira;',';Sem Vítimas;',';01/01/2018;***;14:55:00;',';segunda-feira;"');"
1160;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',';01/01/2018;***;16:45:00;',';segunda-feira;"');"
1161;,';Falta de Atenção à Condução;',';Colisão frontal;',';Com Vítimas Fatais;',';01/01/2018;***;14:45:00;',';segunda-feira;"');"
1162;,';Falta de Atenção à Condução;',';Capotamento;',';Sem Vítimas;',';01/01/2018;***;16:40:00;',';segunda-feira;"');"
1163;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';01/01/2018;***;17:20:00;',';segunda-feira;"');"
1164;,';Não guardar distância de segurança;',';Engavetamento;',';Sem Vítimas;',';01/01/2018;***;18:20:00;',';segunda-feira;"');"
1165;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';01/01/2018;***;19:12:00;',';segunda-feira;"');"
1166;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';01/01/2018;***;19:30:00;',';segunda-feira;"');"
1167;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';01/01/2018;***;21:25:00;',';segunda-feira;"');"
1168;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';01/01/2018;***;23:40:00;',';segunda-feira;"');"
1169;,';Condutor Dormindo;',';Saída de leito carroçável;',';Sem Vítimas;',';02/01/2018;***;04:00:00;',';terça-feira;"');"
1170;,';Animais na Pista;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';02/01/2018;***;07:20:00;',';terça-feira;"');"
1171;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';02/01/2018;***;05:50:00;',';terça-feira;"');"
1172;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Sem Vítimas;',';02/01/2018;***;09:35:00;',';terça-feira;"');"
1173;,';Defeito na Via;',';Colisão traseira;',';Com Vítimas Feridas;',';02/01/2018;***;11:15:00;',';terça-feira;"');"
1174;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Sem Vítimas;',';02/01/2018;***;12:45:00;',';terça-feira;"');"
1175;,';Não guardar distância de segurança;',';Colisão traseira;',';Sem Vítimas;',';02/01/2018;***;14:15:00;',';terça-feira;"');"
1176;,';Velocidade Incompatível;',';Colisão transversal;',';Com Vítimas Fatais;',';02/01/2018;***;13:10:00;',';terça-feira;"');"
1177;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';02/01/2018;***;16:15:00;',';terça-feira;"');"
1178;,';Condutor Dormindo;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';02/01/2018;***;17:05:00;',';terça-feira;"');"
1179;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';02/01/2018;***;19:35:00;',';terça-feira;"');"
1180;,';Condutor Dormindo;',';Colisão traseira;',';Com Vítimas Feridas;',';03/01/2018;***;04:15:00;',';quarta-feira;"');"
1181;,';Falta de Atenção à Condução;',';Tombamento;',';Com Vítimas Feridas;',';03/01/2018;***;06:35:00;',';quarta-feira;"');"
1182;,';Avarias e/ou desgaste excessivo no pneu;',';Tombamento;',';Com Vítimas Feridas;',';03/01/2018;***;11:15:00;',';quarta-feira;"');"
1183;,';Avarias e/ou desgaste excessivo no pneu;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';03/01/2018;***;10:20:00;',';quarta-feira;"');"
1184;,';Desobediência às normas de trânsito pelo condutor;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';03/01/2018;***;11:00:00;',';quarta-feira;"');"
1185;,';Falta de Atenção à Condução;',';Colisão frontal;',';Com Vítimas Feridas;',';03/01/2018;***;13:00:00;',';quarta-feira;"');"
1186;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';03/01/2018;***;14:00:00;',';quarta-feira;"');"
