id_Acidente;;causa_acidente;;tipo_acidente;;classificacao_acidente;;data;;horario;;dia_semana;
2094;,';Mal Súbito;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';07/05/2018;***;17:00:00;',';segunda-feira;"');"
2095;,';Velocidade Incompatível;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';07/05/2018;***;17:20:00;',';segunda-feira;"');"
2096;,';Velocidade Incompatível;',';Colisão lateral;',';Com Vítimas Feridas;',';07/05/2018;***;18:45:00;',';segunda-feira;"');"
2097;,';Desobediência às normas de trânsito pelo condutor;',';Colisão traseira;',';Com Vítimas Feridas;',';25/03/2018;***;05:30:00;',';domingo;"');"
2098;,';Condutor Dormindo;',';Saída de leito carroçável;',';Sem Vítimas;',';08/05/2018;***;02:44:00;',';terça-feira;"');"
2099;,';Condutor Dormindo;',';Tombamento;',';Com Vítimas Feridas;',';08/05/2018;***;04:20:00;',';terça-feira;"');"
2100;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';18/04/2018;***;18:30:00;',';quarta-feira;"');"
2101;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';08/05/2018;***;10:20:00;',';terça-feira;"');"
2102;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';08/05/2018;***;10:50:00;',';terça-feira;"');"
2103;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',';08/05/2018;***;11:50:00;',';terça-feira;"');"
2104;,';Defeito Mecânico no Veículo;',';Tombamento;',';Sem Vítimas;',';08/05/2018;***;11:35:00;',';terça-feira;"');"
2105;,';Defeito Mecânico no Veículo;',';Tombamento;',';Com Vítimas Feridas;',';18/04/2018;***;18:20:00;',';quarta-feira;"');"
2106;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';08/05/2018;***;11:40:00;',';terça-feira;"');"
2107;,';Falta de Atenção à Condução;',';Colisão lateral;',';Sem Vítimas;',';08/05/2018;***;14:00:00;',';terça-feira;"');"
2108;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';08/05/2018;***;12:45:00;',';terça-feira;"');"
2109;,';Velocidade Incompatível;',';Colisão lateral;',';Com Vítimas Feridas;',';08/05/2018;***;15:15:00;',';terça-feira;"');"
2110;,';Defeito Mecânico no Veículo;',';Tombamento;',';Com Vítimas Feridas;',';08/05/2018;***;17:45:00;',';terça-feira;"');"
2111;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';08/05/2018;***;15:00:00;',';terça-feira;"');"
2112;,';Fenômenos da Natureza;',';Incêndio;',';Sem Vítimas;',';08/05/2018;***;21:00:00;',';terça-feira;"');"
2113;,';Velocidade Incompatível;',';Colisão traseira;',';Com Vítimas Fatais;',';08/05/2018;***;22:10:00;',';terça-feira;"');"
2114;,';Condutor Dormindo;',';Colisão lateral;',';Sem Vítimas;',';09/05/2018;***;04:35:00;',';quarta-feira;"');"
2115;,';Condutor Dormindo;',';Saída de leito carroçável;',';Sem Vítimas;',';09/05/2018;***;04:15:00;',';quarta-feira;"');"
2116;,';Defeito Mecânico no Veículo;',';Incêndio;',';Sem Vítimas;',';09/05/2018;***;01:20:00;',';quarta-feira;"');"
2117;,';Defeito Mecânico no Veículo;',';Colisão frontal;',';Com Vítimas Feridas;',';09/05/2018;***;08:51:00;',';quarta-feira;"');"
2118;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';27/04/2018;***;07:45:00;',';sexta-feira;"');"
2119;,';Velocidade Incompatível;',';Colisão frontal;',';Com Vítimas Fatais;',';09/05/2018;***;07:40:00;',';quarta-feira;"');"
2120;,';Falta de Atenção à Condução;',';Colisão traseira;',';Sem Vítimas;',';09/05/2018;***;09:40:00;',';quarta-feira;"');"
2121;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Sem Vítimas;',';09/05/2018;***;11:40:00;',';quarta-feira;"');"
2122;,';Desobediência às normas de trânsito pelo condutor;',';Colisão traseira;',';Com Vítimas Feridas;',';09/05/2018;***;13:15:00;',';quarta-feira;"');"
2123;,';Velocidade Incompatível;',';Tombamento;',';Com Vítimas Feridas;',';09/05/2018;***;07:15:00;',';quarta-feira;"');"
2124;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';09/05/2018;***;13:20:00;',';quarta-feira;"');"
2125;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';09/05/2018;***;13:20:00;',';quarta-feira;"');"
2126;,';Desobediência às normas de trânsito pelo condutor;',';Colisão frontal;',';Com Vítimas Feridas;',';19/04/2018;***;17:10:00;',';quinta-feira;"');"
2127;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';20/04/2018;***;10:15:00;',';sexta-feira;"');"
2128;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Sem Vítimas;',';09/05/2018;***;22:00:00;',';quarta-feira;"');"
2129;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';09/05/2018;***;22:15:00;',';quarta-feira;"');"
2130;,';Ingestão de Álcool;',';Colisão lateral;',';Com Vítimas Feridas;',';09/05/2018;***;22:00:00;',';quarta-feira;"');"
2131;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';10/05/2018;***;01:25:00;',';quinta-feira;"');"
2132;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';10/05/2018;***;02:15:00;',';quinta-feira;"');"
2133;,';Falta de Atenção à Condução;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',';10/05/2018;***;06:20:00;',';quinta-feira;"');"
2134;,';Defeito Mecânico no Veículo;',';Danos eventuais;',';Sem Vítimas;',';20/04/2018;***;16:00:00;',';sexta-feira;"');"
2135;,';Ultrapassagem Indevida;',';Tombamento;',';Com Vítimas Feridas;',';17/04/2018;***;19:35:00;',';terça-feira;"');"
2136;,';Falta de Atenção à Condução;',';Colisão frontal;',';Com Vítimas Feridas;',';20/04/2018;***;17:50:00;',';sexta-feira;"');"
2137;,';Velocidade Incompatível;',';Colisão traseira;',';Sem Vítimas;',';10/05/2018;***;00:00:00;',';quinta-feira;"');"
2138;,';Defeito Mecânico no Veículo;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';10/05/2018;***;14:00:00;',';quinta-feira;"');"
2139;,';Desobediência às normas de trânsito pelo condutor;',';Colisão lateral;',';Sem Vítimas;',';10/05/2018;***;14:40:00;',';quinta-feira;"');"
2140;,';Desobediência às normas de trânsito pelo pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',';18/04/2018;***;00:45:00;',';quarta-feira;"');"
2141;,';Falta de Atenção à Condução;',';Tombamento;',';Com Vítimas Feridas;',';10/05/2018;***;17:50:00;',';quinta-feira;"');"
2142;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Fatais;',';10/05/2018;***;18:30:00;',';quinta-feira;"');"
2143;,';Desobediência às normas de trânsito pelo condutor;',';Colisão frontal;',';Com Vítimas Feridas;',';01/03/2018;***;23:00:00;',';quinta-feira;"');"
2144;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';10/05/2018;***;20:05:00;',';quinta-feira;"');"
2145;,';Falta de Atenção à Condução;',';Colisão traseira;',';Sem Vítimas;',';06/05/2018;***;03:40:00;',';domingo;"');"
2146;,';Defeito Mecânico no Veículo;',';Incêndio;',';Sem Vítimas;',';10/05/2018;***;20:30:00;',';quinta-feira;"');"
2147;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Sem Vítimas;',';11/05/2018;***;04:55:00;',';sexta-feira;"');"
2148;,';Falta de Atenção à Condução;',';Tombamento;',';Com Vítimas Feridas;',';11/05/2018;***;05:40:00;',';sexta-feira;"');"
2149;,';Pista Escorregadia;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';11/05/2018;***;08:00:00;',';sexta-feira;"');"
2150;,';Condutor Dormindo;',';Capotamento;',';Com Vítimas Feridas;',';11/05/2018;***;06:20:00;',';sexta-feira;"');"
2151;,';Desobediência às normas de trânsito pelo condutor;',';Tombamento;',';Com Vítimas Feridas;',';11/05/2018;***;09:50:00;',';sexta-feira;"');"
2152;,';Falta de Atenção à Condução;',';Capotamento;',';Sem Vítimas;',';11/05/2018;***;13:41:00;',';sexta-feira;"');"
2153;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';11/05/2018;***;12:30:00;',';sexta-feira;"');"
2154;,';Falta de Atenção à Condução;',';Colisão transversal;',';Sem Vítimas;',';11/05/2018;***;12:45:00;',';sexta-feira;"');"
2155;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',';11/05/2018;***;14:45:00;',';sexta-feira;"');"
2156;,';Desobediência às normas de trânsito pelo condutor;',';Colisão traseira;',';Com Vítimas Feridas;',';11/05/2018;***;16:40:00;',';sexta-feira;"');"
2157;,';Falta de Atenção à Condução;',';Tombamento;',';Com Vítimas Feridas;',';11/05/2018;***;14:30:00;',';sexta-feira;"');"
2158;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';11/05/2018;***;18:20:00;',';sexta-feira;"');"
2159;,';Falta de Atenção à Condução;',';Colisão frontal;',';Com Vítimas Fatais;',';11/05/2018;***;19:35:00;',';sexta-feira;"');"
2160;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Fatais;',';11/05/2018;***;18:00:00;',';sexta-feira;"');"
2161;,';Ultrapassagem Indevida;',';Colisão lateral;',';Com Vítimas Fatais;',';11/05/2018;***;20:45:00;',';sexta-feira;"');"
2162;,';Desobediência às normas de trânsito pelo condutor;',';Colisão frontal;',';Sem Vítimas;',';11/05/2018;***;17:50:00;',';sexta-feira;"');"
2163;,';Velocidade Incompatível;',';Colisão frontal;',';Com Vítimas Feridas;',';11/05/2018;***;22:40:00;',';sexta-feira;"');"
2164;,';Desobediência às normas de trânsito pelo condutor;',';Colisão traseira;',';Com Vítimas Feridas;',';11/05/2018;***;19:00:00;',';sexta-feira;"');"
2165;,';Ingestão de Álcool;',';Colisão lateral;',';Com Vítimas Feridas;',';11/05/2018;***;21:40:00;',';sexta-feira;"');"
2166;,';Condutor Dormindo;',';Colisão lateral;',';Com Vítimas Feridas;',';11/05/2018;***;23:20:00;',';sexta-feira;"');"
2167;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';12/05/2018;***;01:55:00;',';sábado;"');"
2168;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';12/05/2018;***;10:20:00;',';sábado;"');"
2169;,';Velocidade Incompatível;',';Colisão traseira;',';Com Vítimas Feridas;',';12/05/2018;***;05:30:00;',';sábado;"');"
2170;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',';12/05/2018;***;12:30:00;',';sábado;"');"
2171;,';Avarias e/ou desgaste excessivo no pneu;',';Tombamento;',';Com Vítimas Feridas;',';12/05/2018;***;20:10:00;',';sábado;"');"
2172;,';Defeito Mecânico no Veículo;',';Colisão traseira;',';Com Vítimas Feridas;',';19/04/2018;***;17:20:00;',';quinta-feira;"');"
2173;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';13/05/2018;***;20:05:00;',';domingo;"');"
2174;,';Falta de Atenção à Condução;',';Colisão frontal;',';Com Vítimas Fatais;',';13/05/2018;***;21:12:00;',';domingo;"');"
2175;,';Falta de Atenção à Condução;',';Colisão frontal;',';Com Vítimas Feridas;',';13/05/2018;***;22:50:00;',';domingo;"');"
2176;,';Defeito Mecânico no Veículo;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';14/05/2018;***;06:00:00;',';segunda-feira;"');"
2177;,';Ingestão de Álcool;',';Colisão frontal;',';Com Vítimas Feridas;',';21/04/2018;***;06:20:00;',';sábado;"');"
2178;,';Velocidade Incompatível;',';Tombamento;',';Com Vítimas Fatais;',';14/05/2018;***;09:45:00;',';segunda-feira;"');"
2179;,';Desobediência às normas de trânsito pelo condutor;',';Colisão lateral;',';Sem Vítimas;',';14/05/2018;***;18:00:00;',';segunda-feira;"');"
2180;,';Falta de Atenção à Condução;',';Colisão transversal;',';Sem Vítimas;',';14/05/2018;***;16:00:00;',';segunda-feira;"');"
2181;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';14/05/2018;***;18:35:00;',';segunda-feira;"');"
2182;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';14/05/2018;***;19:00:00;',';segunda-feira;"');"
2183;,';Falta de Atenção à Condução;',';Tombamento;',';Sem Vítimas;',';14/05/2018;***;17:30:00;',';segunda-feira;"');"
2184;,';Velocidade Incompatível;',';Tombamento;',';Sem Vítimas;',';14/05/2018;***;20:30:00;',';segunda-feira;"');"
2185;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Fatais;',';14/05/2018;***;20:10:00;',';segunda-feira;"');"
2186;,';Defeito Mecânico no Veículo;',';Danos eventuais;',';Sem Vítimas;',';14/05/2018;***;19:30:00;',';segunda-feira;"');"
2187;,';Falta de Atenção à Condução;',';Tombamento;',';Com Vítimas Feridas;',';15/05/2018;***;07:10:00;',';terça-feira;"');"
2188;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';03/04/2018;***;11:50:00;',';terça-feira;"');"
2189;,';Ultrapassagem Indevida;',';Colisão frontal;',';Com Vítimas Fatais;',';26/04/2018;***;07:00:00;',';quinta-feira;"');"
2190;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';15/05/2018;***;09:05:00;',';terça-feira;"');"
2191;,';Não guardar distância de segurança;',';Colisão lateral;',';Com Vítimas Feridas;',';15/05/2018;***;11:55:00;',';terça-feira;"');"
2192;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';15/05/2018;***;12:30:00;',';terça-feira;"');"
2193;,';Falta de Atenção à Condução;',';Colisão lateral;',';Sem Vítimas;',';06/05/2018;***;13:30:00;',';domingo;"');"
2194;,';Pista Escorregadia;',';Colisão frontal;',';Com Vítimas Feridas;',';15/05/2018;***;12:50:00;',';terça-feira;"');"
2195;,';Ingestão de Álcool;',';Colisão lateral;',';Sem Vítimas;',';15/05/2018;***;16:25:00;',';terça-feira;"');"
2196;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';15/05/2018;***;16:00:00;',';terça-feira;"');"
2197;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';15/05/2018;***;14:20:00;',';terça-feira;"');"
2198;,';Velocidade Incompatível;',';Colisão frontal;',';Com Vítimas Feridas;',';15/05/2018;***;17:40:00;',';terça-feira;"');"
2199;,';Velocidade Incompatível;',';Colisão frontal;',';Com Vítimas Fatais;',';15/05/2018;***;17:15:00;',';terça-feira;"');"
2200;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';15/05/2018;***;23:30:00;',';terça-feira;"');"
2201;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Fatais;',';15/05/2018;***;23:30:00;',';terça-feira;"');"
2202;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';16/05/2018;***;08:09:00;',';quarta-feira;"');"
2203;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';16/05/2018;***;12:05:00;',';quarta-feira;"');"
2204;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';16/05/2018;***;12:00:00;',';quarta-feira;"');"
2205;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';16/05/2018;***;17:20:00;',';quarta-feira;"');"
2206;,';Avarias e/ou desgaste excessivo no pneu;',';Colisão frontal;',';Com Vítimas Feridas;',';16/05/2018;***;18:15:00;',';quarta-feira;"');"
2207;,';Condutor Dormindo;',';Tombamento;',';Sem Vítimas;',';17/05/2018;***;00:10:00;',';quinta-feira;"');"
2208;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';17/05/2018;***;02:15:00;',';quinta-feira;"');"
2209;,';Ultrapassagem Indevida;',';Colisão traseira;',';Com Vítimas Feridas;',';16/05/2018;***;21:30:00;',';quarta-feira;"');"
2210;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Fatais;',';16/05/2018;***;21:02:00;',';quarta-feira;"');"
2211;,';Velocidade Incompatível;',';Colisão lateral;',';Com Vítimas Feridas;',';16/05/2018;***;21:00:00;',';quarta-feira;"');"
2212;,';Velocidade Incompatível;',';Colisão com objeto estático;',';Sem Vítimas;',';17/05/2018;***;07:20:00;',';quinta-feira;"');"
2213;,';Animais na Pista;',';Colisão frontal;',';Com Vítimas Fatais;',';25/04/2018;***;01:45:00;',';quarta-feira;"');"
2214;,';Falta de Atenção à Condução;',';Capotamento;',';Sem Vítimas;',';17/05/2018;***;08:50:00;',';quinta-feira;"');"
2215;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';17/05/2018;***;09:45:00;',';quinta-feira;"');"
2216;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';17/05/2018;***;14:20:00;',';quinta-feira;"');"
2217;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',';27/04/2018;***;20:40:00;',';sexta-feira;"');"
2218;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';17/05/2018;***;14:22:00;',';quinta-feira;"');"
2219;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';17/05/2018;***;15:50:00;',';quinta-feira;"');"
2220;,';Desobediência às normas de trânsito pelo condutor;',';Colisão lateral;',';Com Vítimas Feridas;',';17/05/2018;***;15:05:00;',';quinta-feira;"');"
2221;,';Falta de Atenção à Condução;',';Colisão lateral;',';Sem Vítimas;',';17/05/2018;***;19:20:00;',';quinta-feira;"');"
2222;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';17/05/2018;***;21:30:00;',';quinta-feira;"');"
2223;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';17/05/2018;***;22:55:00;',';quinta-feira;"');"
2224;,';Ingestão de Álcool;',';Colisão transversal;',';Sem Vítimas;',';18/05/2018;***;07:40:00;',';sexta-feira;"');"
2225;,';Desobediência às normas de trânsito pelo condutor;',';Tombamento;',';Com Vítimas Feridas;',';18/05/2018;***;09:50:00;',';sexta-feira;"');"
2226;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';18/05/2018;***;11:00:00;',';sexta-feira;"');"
