id_Acidente;;causa_acidente;;tipo_acidente;;classificacao_acidente;;data;;dia_semana;;horario;;
3491;,';Não guardar distância de segurança;',';Colisão traseira;',';Sem Vítimas;',TO_DATE(';23/08/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';07:40:00;"');";
3492;,';Velocidade Incompatível;',';Tombamento;',';Com Vítimas Feridas;',TO_DATE(';23/08/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';10:05:00;"');";
3493;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';05/06/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';09:40:00;"');";
3494;,';Falta de Atenção à Condução;',';Colisão traseira;',';Sem Vítimas;',TO_DATE(';23/08/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';10:15:00;"');";
3495;,';Desobediência às normas de trânsito pelo condutor;',';Colisão frontal;',';Com Vítimas Fatais;',TO_DATE(';23/08/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';12:40:00;"');";
3496;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';23/08/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';11:10:00;"');";
3497;,';Falta de Atenção à Condução;',';Colisão traseira;',';Sem Vítimas;',TO_DATE(';23/08/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';14:18:00;"');";
3498;,';Mal Súbito;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';23/08/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';15:00:00;"');";
3499;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';23/08/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';15:25:00;"');";
3500;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';23/08/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';16:03:00;"');";
3501;,';Velocidade Incompatível;',';Colisão lateral;',';Sem Vítimas;',TO_DATE(';23/08/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';17:10:00;"');";
3502;,';Ingestão de Álcool;',';Tombamento;',';Com Vítimas Feridas;',TO_DATE(';12/08/2018;','DD/MM/YYYY'),';domingo;',TIME(';05:45:00;"');";
3503;,';Desobediência às normas de trânsito pelo condutor;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';23/08/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';18:25:00;"');";
3504;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Fatais;',TO_DATE(';23/08/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';19:10:00;"');";
3505;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';23/08/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';21:30:00;"');";
3506;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';23/08/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';21:30:00;"');";
3507;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';23/08/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';19:50:00;"');";
3508;,';Ingestão de Álcool;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';23/08/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';21:30:00;"');";
3509;,';Condutor Dormindo;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';23/08/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';23:45:00;"');";
3510;,';Falta de Atenção à Condução;',';Tombamento;',';Com Vítimas Feridas;',TO_DATE(';24/08/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';02:45:00;"');";
3511;,';Ingestão de Álcool;',';Colisão com objeto estático;',';Sem Vítimas;',TO_DATE(';24/08/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';06:25:00;"');";
3512;,';Defeito na Via;',';Saída de leito carroçável;',';Com Vítimas Fatais;',TO_DATE(';24/08/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';06:40:00;"');";
3513;,';Velocidade Incompatível;',';Colisão com objeto estático;',';Sem Vítimas;',TO_DATE(';24/08/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';10:45:00;"');";
3514;,';Velocidade Incompatível;',';Tombamento;',';Com Vítimas Feridas;',TO_DATE(';24/08/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';13:00:00;"');";
3515;,';Velocidade Incompatível;',';Colisão com objeto estático;',';Com Vítimas Feridas;',TO_DATE(';24/08/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';14:30:00;"');";
3516;,';Mal Súbito;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';24/08/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';15:05:00;"');";
3517;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';24/08/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';15:00:00;"');";
3518;,';Pista Escorregadia;',';Saída de leito carroçável;',';Sem Vítimas;',TO_DATE(';24/08/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';14:50:00;"');";
3519;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';24/08/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';17:00:00;"');";
3520;,';Falta de Atenção à Condução;',';Tombamento;',';Com Vítimas Feridas;',TO_DATE(';24/08/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';16:50:00;"');";
3521;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';24/08/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';11:35:00;"');";
3522;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';24/08/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';18:45:00;"');";
3523;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';24/08/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';19:20:00;"');";
3524;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Sem Vítimas;',TO_DATE(';24/08/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';18:40:00;"');";
3525;,';Defeito Mecânico no Veículo;',';Colisão com objeto em movimento;',';Sem Vítimas;',TO_DATE(';24/08/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';20:20:00;"');";
3526;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Com Vítimas Feridas;',TO_DATE(';24/08/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';20:10:00;"');";
3527;,';Falta de Atenção à Condução;',';Tombamento;',';Sem Vítimas;',TO_DATE(';24/08/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';23:50:00;"');";
3528;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';24/08/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';23:45:00;"');";
3529;,';Defeito Mecânico no Veículo;',';Colisão traseira;',';Sem Vítimas;',TO_DATE(';24/08/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';18:00:00;"');";
3530;,';Não guardar distância de segurança;',';Colisão traseira;',';Sem Vítimas;',TO_DATE(';25/08/2018;','DD/MM/YYYY'),';sábado;',TIME(';09:20:00;"');";
3531;,';Desobediência às normas de trânsito pelo condutor;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';25/08/2018;','DD/MM/YYYY'),';sábado;',TIME(';15:10:00;"');";
3532;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';26/08/2018;','DD/MM/YYYY'),';domingo;',TIME(';06:45:00;"');";
3533;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Sem Vítimas;',TO_DATE(';26/08/2018;','DD/MM/YYYY'),';domingo;',TIME(';10:15:00;"');";
3534;,';Ultrapassagem Indevida;',';Colisão frontal;',';Com Vítimas Fatais;',TO_DATE(';26/08/2018;','DD/MM/YYYY'),';domingo;',TIME(';09:00:00;"');";
3535;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';26/08/2018;','DD/MM/YYYY'),';domingo;',TIME(';14:10:00;"');";
3536;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';26/08/2018;','DD/MM/YYYY'),';domingo;',TIME(';16:00:00;"');";
3537;,';Falta de Atenção à Condução;',';Colisão lateral;',';Sem Vítimas;',TO_DATE(';26/08/2018;','DD/MM/YYYY'),';domingo;',TIME(';17:56:00;"');";
3538;,';Velocidade Incompatível;',';Tombamento;',';Com Vítimas Feridas;',TO_DATE(';26/08/2018;','DD/MM/YYYY'),';domingo;',TIME(';17:50:00;"');";
3539;,';Falta de Atenção à Condução;',';Colisão traseira;',';Sem Vítimas;',TO_DATE(';27/08/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';07:15:00;"');";
3540;,';Velocidade Incompatível;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';27/08/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';09:20:00;"');";
3541;,';Ultrapassagem Indevida;',';Colisão frontal;',';Com Vítimas Feridas;',TO_DATE(';27/08/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';10:50:00;"');";
3542;,';Velocidade Incompatível;',';Capotamento;',';Com Vítimas Feridas;',TO_DATE(';27/08/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';11:00:00;"');";
3543;,';Falta de Atenção à Condução;',';Colisão lateral;',';Sem Vítimas;',TO_DATE(';27/08/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';14:30:00;"');";
3544;,';Desobediência às normas de trânsito pelo condutor;',';Colisão frontal;',';Com Vítimas Feridas;',TO_DATE(';27/08/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';14:10:00;"');";
3545;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';27/08/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';19:40:00;"');";
3546;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';27/08/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';22:15:00;"');";
3547;,';Carga excessiva e/ou mal acondicionada;',';Tombamento;',';Com Vítimas Feridas;',TO_DATE(';27/08/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';21:20:00;"');";
3548;,';Ingestão de Álcool;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';28/08/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';00:30:00;"');";
3549;,';Desobediência às normas de trânsito pelo condutor;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';28/08/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';08:00:00;"');";
3550;,';Condutor Dormindo;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';28/08/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';08:00:00;"');";
3551;,';Falta de Atenção à Condução;',';Colisão lateral;',';Sem Vítimas;',TO_DATE(';28/08/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';10:50:00;"');";
3552;,';Velocidade Incompatível;',';Tombamento;',';Com Vítimas Feridas;',TO_DATE(';28/08/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';03:05:00;"');";
3553;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';28/08/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';16:20:00;"');";
3554;,';Falta de Atenção à Condução;',';Derramamento de carga;',';Sem Vítimas;',TO_DATE(';28/08/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';17:00:00;"');";
3555;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';28/08/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';18:15:00;"');";
3556;,';Falta de Atenção à Condução;',';Colisão lateral;',';Sem Vítimas;',TO_DATE(';28/08/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';19:10:00;"');";
3557;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',TO_DATE(';28/08/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';20:30:00;"');";
3558;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Sem Vítimas;',TO_DATE(';28/08/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';18:15:00;"');";
3559;,';Falta de Atenção à Condução;',';Tombamento;',';Sem Vítimas;',TO_DATE(';28/08/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';18:00:00;"');";
3560;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';29/08/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';02:15:00;"');";
3561;,';Condutor Dormindo;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';29/08/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';02:30:00;"');";
3562;,';Desobediência às normas de trânsito pelo condutor;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';29/08/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';07:55:00;"');";
3563;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Fatais;',TO_DATE(';14/05/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';16:00:00;"');";
3564;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';29/08/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';07:30:00;"');";
3565;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';29/08/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';09:30:00;"');";
3566;,';Desobediência às normas de trânsito pelo condutor;',';Colisão traseira;',';Sem Vítimas;',TO_DATE(';29/08/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';09:50:00;"');";
3567;,';Defeito Mecânico no Veículo;',';Colisão lateral;',';Sem Vítimas;',TO_DATE(';29/08/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';08:45:00;"');";
3568;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';29/08/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';10:00:00;"');";
3569;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';29/08/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';13:35:00;"');";
3570;,';Falta de Atenção à Condução;',';Colisão lateral;',';Sem Vítimas;',TO_DATE(';29/08/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';14:20:00;"');";
3571;,';Sinalização da via insuficiente ou inadequada;',';Colisão lateral;',';Sem Vítimas;',TO_DATE(';29/08/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';14:50:00;"');";
3572;,';Defeito Mecânico no Veículo;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',TO_DATE(';29/08/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';15:45:00;"');";
3573;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';29/08/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';16:00:00;"');";
3574;,';Ingestão de Álcool;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',TO_DATE(';29/08/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';18:30:00;"');";
3575;,';Velocidade Incompatível;',';Tombamento;',';Sem Vítimas;',TO_DATE(';29/08/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';09:00:00;"');";
3576;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Sem Vítimas;',TO_DATE(';29/08/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';20:43:00;"');";
3577;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';29/08/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';20:30:00;"');";
3578;,';Defeito Mecânico no Veículo;',';Incêndio;',';Sem Vítimas;',TO_DATE(';29/08/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';19:10:00;"');";
3579;,';Velocidade Incompatível;',';Colisão transversal;',';Sem Vítimas;',TO_DATE(';29/08/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';22:00:00;"');";
3580;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';29/08/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';21:30:00;"');";
3581;,';Defeito na Via;',';Colisão com objeto estático;',';Sem Vítimas;',TO_DATE(';30/08/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';00:10:00;"');";
3582;,';Ingestão de Álcool;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',TO_DATE(';30/08/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';04:30:00;"');";
3583;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';30/08/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';08:05:00;"');";
3584;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';30/08/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';07:40:00;"');";
3585;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';10/08/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';10:30:00;"');";
3586;,';Velocidade Incompatível;',';Tombamento;',';Com Vítimas Feridas;',TO_DATE(';30/08/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';14:15:00;"');";
3587;,';Falta de Atenção à Condução;',';Colisão lateral;',';Sem Vítimas;',TO_DATE(';30/08/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';17:30:00;"');";
3588;,';Fenômenos da Natureza;',';Colisão frontal;',';Com Vítimas Feridas;',TO_DATE(';30/08/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';13:00:00;"');";
3589;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';30/08/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';19:40:00;"');";
3590;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';30/08/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';21:30:00;"');";
3591;,';Falta de Atenção à Condução;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',TO_DATE(';30/08/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';20:20:00;"');";
3592;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';31/08/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';05:30:00;"');";
3593;,';Carga excessiva e/ou mal acondicionada;',';Derramamento de carga;',';Com Vítimas Feridas;',TO_DATE(';31/08/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';05:10:00;"');";
3594;,';Desobediência às normas de trânsito pelo condutor;',';Colisão traseira;',';Sem Vítimas;',TO_DATE(';31/08/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';06:15:00;"');";
3595;,';Falta de Atenção à Condução;',';Colisão lateral;',';Sem Vítimas;',TO_DATE(';31/08/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';11:45:00;"');";
3596;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';31/08/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';11:05:00;"');";
3597;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';31/08/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';10:38:00;"');";
3598;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';31/08/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';11:15:00;"');";
3599;,';Condutor Dormindo;',';Saída de leito carroçável;',';Sem Vítimas;',TO_DATE(';31/08/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';13:44:00;"');";
3600;,';Desobediência às normas de trânsito pelo condutor;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';31/08/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';18:10:00;"');";
3601;,';Não guardar distância de segurança;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';31/08/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';20:50:00;"');";
3602;,';Desobediência às normas de trânsito pelo condutor;',';Colisão frontal;',';Com Vítimas Fatais;',TO_DATE(';31/08/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';23:00:00;"');";
3603;,';Falta de Atenção à Condução;',';Colisão traseira;',';Sem Vítimas;',TO_DATE(';31/08/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';21:40:00;"');";
3604;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';31/08/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';23:25:00;"');";
3605;,';Animais na Pista;',';Atropelamento de Animal;',';Sem Vítimas;',TO_DATE(';01/09/2018;','DD/MM/YYYY'),';sábado;',TIME(';04:10:00;"');";
3606;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';01/09/2018;','DD/MM/YYYY'),';sábado;',TIME(';04:20:00;"');";
3607;,';Velocidade Incompatível;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';01/09/2018;','DD/MM/YYYY'),';sábado;',TIME(';05:45:00;"');";
3608;,';Ingestão de Álcool;',';Colisão com objeto estático;',';Sem Vítimas;',TO_DATE(';31/08/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';23:00:00;"');";
3609;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';01/09/2018;','DD/MM/YYYY'),';sábado;',TIME(';12:05:00;"');";
3610;,';Velocidade Incompatível;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',TO_DATE(';01/09/2018;','DD/MM/YYYY'),';sábado;',TIME(';12:50:00;"');";
3611;,';Defeito Mecânico no Veículo;',';Incêndio;',';Sem Vítimas;',TO_DATE(';01/09/2018;','DD/MM/YYYY'),';sábado;',TIME(';12:35:00;"');";
3612;,';Pista Escorregadia;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';01/09/2018;','DD/MM/YYYY'),';sábado;',TIME(';14:25:00;"');";
3613;,';Velocidade Incompatível;',';Colisão lateral;',';Sem Vítimas;',TO_DATE(';01/09/2018;','DD/MM/YYYY'),';sábado;',TIME(';14:00:00;"');";
3614;,';Avarias e/ou desgaste excessivo no pneu;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';01/09/2018;','DD/MM/YYYY'),';sábado;',TIME(';17:30:00;"');";
